merged_spelling,ipa,langid
{jpn}まさし,m a̠ s a̠ ɕ i,0
{jpn}まさと,m a̠ s a̠ t o̞,0
{jpn}まさひろ,m a̠ s a̠ ç i ɾ o̞,0
{jpn}まさゆめ,m a̠ s a̠ j ɯ̟ᵝ m e̞,0
{jpn}まさよし,m a̠ s a̠ j o̞ ɕ i,0
{jpn}まさる,m a̠ s a̠ ɾ ɯ̟ᵝ,0
{jpn}まざる,m a̠ z a̠ ɾ ɯ̟ᵝ,0
{jpn}ましお,m a̠ ɕ i o̞,0
{jpn}ましょう,m a̠ ɕ o̞ː,0
{jpn}ましょうめん,m a̠ ɕ o̞ː m ẽ̞ ɴ,0
{jpn}まじき,m a̠ ʑ i kʲ i,0
{jpn}まじめ,m a̠ ʑ i m e̞,0
{jpn}まじゅつ,m a̠ ʑ ɨᵝ t͡s ɨᵝ,0
{jpn}まじわり,m a̠ ʑ i ɰᵝ a̠ ɾʲ i,0
{jpn}ますい,m a̠ s ɨᵝ i,0
{jpn}ますいざい,m a̠ s ɨᵝ i z a̠ i,0
{jpn}ますます,m a̠ s ɨᵝ m a̠ s ɨᵝ,0
{jpn}ますみ,m a̠ s ɨᵝ mʲ i,0
{jpn}ますめ,m a̠ s ɨᵝ m e̞,0
{jpn}ますらお,m a̠ s ɨᵝ ɾ a̠ o̞,0
{jpn}まずい,m a̠ z ɨᵝ i,0
{jpn}まぜる,m a̠ z e̞ ɾ ɯ̟ᵝ,0
{jpn}また,m a̠ t a̠,0
{jpn}またがる,m a̠ t a̠ ɡ a̠ ɾ ɯ̟ᵝ,0
{jpn}またたび,m a̠ t a̠ t a̠ bʲ i,0
{jpn}またとない,m a̠ t a̠ t o̞ n a̠ i,0
{jpn}またね,m a̠ t a̠ n e̞,0
{jpn}またまた,m a̠ t a̠ m a̠ t a̠,0
{jpn}まだまだ,m a̠ d a̠ m a̠ d a̠,0
{jpn}まち,m a̠ t͡ɕ i,0
{jpn}まちあい,m a̠ t͡ɕ i a̠ i,0
{jpn}まちあいしつ,m a̠ t͡ɕ i a̠ i ɕ i t͡s ɨᵝ,0
{jpn}まちがう,m a̠ t͡ɕ i ɡ a̠ ɯ̟ᵝ,0
{jpn}まちどおしい,m a̠ t͡ɕ i d o̞ː ɕ iː,0
{jpn}まちにまった,m a̠ t͡ɕ i ɲ̟ i m a̠ t̚ t a̠,0
{jpn}まちまち,m a̠ t͡ɕ i m a̠ t͡ɕ i,0
{jpn}まっかんがに,m a̠ k̚ k ã̠ ŋ ɡ a̠ ɲ̟ i,0
{jpn}まっくら,m a̠ k̚ k ɯ̟ᵝ ɾ a̠,0
{jpn}まっくろ,m a̠ k̚ k ɯ̟ᵝ ɾ o̞,0
{jpn}まっくろい,m a̠ k̚ k ɯ̟ᵝ ɾ o̞ i,0
{jpn}まっこう,m a̠ k̚ k o̞ː,0
{jpn}まっしょう,m a̠ ɕː o̞ː,0
{jpn}まっしょうしんけいけい,m a̠ ɕː o̞ː ɕ ĩ ŋ k e̞ː k e̞ː,0
{jpn}まっしょうめん,m a̠ ɕː o̞ː m ẽ̞ ɴ,0
{jpn}まっしろ,m a̠ ɕː i ɾ o̞,0
{jpn}まっとう,m a̠ t̚ t o̞ː,0
{jpn}まっぴるま,m a̠ p̚ʲ pʲ i ɾ ɯ̟ᵝ m a̠,0
{jpn}まっぷたつ,m a̠ p̚ p ɯ̟ᵝ t a̠ t͡s ɨᵝ,0
{jpn}まつ,m a̠ t͡s ɨᵝ,0
{jpn}まつかぜ,m a̠ t͡s ɨᵝ k a̠ z e̞,0
{jpn}まつげ,m a̠ t͡s ɨᵝ ɡ e̞,0
{jpn}まつち,m a̠ t͡s ɨᵝ t͡ɕ i,0
{jpn}まつば,m a̠ t͡s ɨᵝ b a̠,0
{jpn}まつばくずし,m a̠ t͡s ɨᵝ b a̠ k ɯ̟ᵝ z ɨᵝ ɕ i,0
{jpn}まつひら,m a̠ t͡s ɨᵝ ç i ɾ a̠,0
{jpn}まつむし,m a̠ t͡s ɨᵝ m ɯ̟ᵝ ɕ i,0
{jpn}まつやにあぶら,m a̠ t͡s ɨᵝ j a̠ ɲ̟ i a̠ b ɯ̟ᵝ ɾ a̠,0
{jpn}まつり,m a̠ t͡s ɨᵝ ɾʲ i,0
{jpn}まつりごと,m a̠ t͡s ɨᵝ ɾʲ i ɡ o̞ t o̞,0
{jpn}まつる,m a̠ t͡s ɨᵝ ɾ ɯ̟ᵝ,0
{jpn}まつろ,m a̠ t͡s ɨᵝ ɾ o̞,0
{jpn}まつわる,m a̠ t͡s ɨᵝ ɰᵝ a̠ ɾ ɯ̟ᵝ,0
{jpn}まて,m a̠ t e̞,0
{jpn}まてい,m a̠ t e̞ː,0
{jpn}まてんろう,m a̠ t ẽ̞ n ɾ o̞ː,0
{jpn}まで,m a̠ d e̞,0
{jpn}までもない,m a̠ d e̞ m o̞ n a̠ i,0
{jpn}まとう,m a̠ t o̞ ɯ̟ᵝ,0
{jpn}まとまり,m a̠ t o̞ m a̠ ɾʲ i,0
{jpn}まとめる,m a̠ t o̞ m e̞ ɾ ɯ̟ᵝ,0
{jpn}まどい,m a̠ d o̞ i,0
{jpn}まどう,m a̠ d o̞ ɯ̟ᵝ,0
{jpn}まどうし,m a̠ d o̞ː ɕ i,0
{jpn}まどべ,m a̠ d o̞ b e̞,0
{jpn}まどろむ,m a̠ d o̞ ɾ o̞ m ɯ̟ᵝ,0
{jpn}まないた,m a̠ n a̠ i t a̠,0
{jpn}まなざし,m a̠ n a̠ z a̠ ɕ i,0
{jpn}まなぶ,m a̠ n a̠ b ɯ̟ᵝ,0
{jpn}まなむすめ,m a̠ n a̠ m ɯ̟ᵝ s ɨᵝ m e̞,0
{jpn}まにあう,m a̠ ɲ̟ i a̠ ɯ̟ᵝ,0
{jpn}まにゅう,m a̠ ɲ̟ ɯ̟ᵝː,0
{jpn}まねく,m a̠ n e̞ k ɯ̟ᵝ,0
{jpn}まねる,m a̠ n e̞,0
{jpn}まばゆい,m a̠ b a̠ j ɯ̟ᵝ i,0
{jpn}まひる,m a̠ ç i ɾ ɯ̟ᵝ,0
{jpn}まひわ,m a̠ ç i ɰᵝ a̠,0
{jpn}まふたつ,m a̠ ɸ ɯ̟ᵝ t a̠ t͡s ɨᵝ,0
{jpn}まふゆ,m a̠ ɸ ɯ̟ᵝ j ɯ̟ᵝ,0
{jpn}まぶしい,m a̠ b ɯ̟ᵝ ɕ i i,0
{jpn}まほし,m a̠ h o̞ ɕ i,0
{jpn}まぼろし,m a̠ b o̞ ɾ o̞ ɕ i,0
{jpn}まぼろしとう,m a̠ b o̞ ɾ o̞ ɕ i t o̞ː,0
{jpn}まま,m a̠ m a̠,0
{jpn}まみれる,m a̠ mʲ i ɾ e̞ ɾ ɯ̟ᵝ,0
{jpn}まめ,m a̠ m e̞,0
{jpn}まめあぶら,m a̠ m e̞ a̠ b ɯ̟ᵝ ɾ a̠,0
{jpn}まめがら,m a̠ m e̞ ɡ a̠ ɾ a̠,0
{jpn}まもの,m a̠ m o̞ n o̞,0
{jpn}まもり,m a̠ m o̞ ɾʲ i,0
{jpn}まもる,m a̠ m o̞ ɾ ɯ̟ᵝ,0
{jpn}まゆげ,m a̠ j ɯ̟ᵝ ɡ e̞,0
{jpn}まゆみ,m a̠ j ɯ̟ᵝ mʲ i,0
{jpn}まよう,m a̠ j o̞ ɯ̟ᵝ,0
{jpn}まよなか,m a̠ j o̞ n a̠ k a̠,0
{jpn}まる,m a̠ ɾ ɯ̟ᵝ,0
{jpn}まるがお,m a̠ ɾ ɯ̟ᵝ ɡ a̠ o̞,0
{jpn}まるたごや,m a̠ ɾ ɯ̟ᵝ t a̠ ɡ o̞ j a̠,0
{jpn}まるで,m a̠ ɾ ɯ̟ᵝ d e̞,0
{jpn}まるのうち,m a̠ ɾ ɯ̟ᵝ n o̞ ɯ̟ᵝ t͡ɕ i,0
{jpn}まるまる,m a̠ ɾ ɯ̟ᵝ m a̠ ɾ ɯ̟ᵝ,0
{jpn}まるみえ,m a̠ ɾ ɯ̟ᵝ mʲ i e̞,0
{jpn}まるめる,m a̠ ɾ ɯ̟ᵝ m e̞ ɾ ɯ̟ᵝ,0
{jpn}まわす,m a̠ ɰᵝ a̠ s ɨᵝ,0
{jpn}まわり,k a̠ i,0
{jpn}まわりあわせ,m a̠ ɰᵝ a̠ ɾʲ i a̠ ɰᵝ a̠ s e̞,0
{jpn}まわりくどい,m a̠ ɰᵝ a̠ ɾʲ i k ɯ̟ᵝ d o̞ i,0
{jpn}まわる,m a̠ ɰᵝ a̠ ɾ ɯ̟ᵝ,0
{jpn}まんえい,m ã̠ ɰ̃ e̞ː,0
{jpn}まんえん,m ã̠ ɰ̃ ẽ̞ ɴ,0
{jpn}まんかんしょく,m ã̠ ŋ k ã̠ ɰ̃ ɕ o̞ k ɯ̟ᵝ,0
{jpn}まんかんぜんせき,m ã̠ ŋ k ã̠ n d͡z ẽ̞ ɰ̃ s e̞ kʲ i,0
{jpn}まんきつ,m ã̠ ŋʲ kʲ i t͡s ɨᵝ,0
{jpn}まんけん,m ã̠ ŋ k ẽ̞ ɴ,0
{jpn}まんじ,m ã̠ ɲ̟ d͡ʑ i,0
{jpn}まんじともえ,m ã̠ ɲ̟ d͡ʑ i t o̞ m o̞ e̞,0
{jpn}まんじゅう,m ã̠ ɲ̟ d͡ʑ ɨᵝː,0
{jpn}まんぞくど,m ã̠ n d͡z o̞ k ɯ̟ᵝ d o̞,0
{jpn}まんてん,m ã̠ n t ẽ̞ ɴ,0
{jpn}まんなか,m ã̠ nː a̠ k a̠,0
{jpn}まんま,m ã̠ mː a̠,0
{jpn}まんまるい,m ã̠ mː a̠ ɾ ɯ̟ᵝ i,0
{jpn}まんまん,m ã̠ mː ã̠ ɴ,0
{jpn}まんよう,m ã̠ ɰ̃ j o̞ː,0
{jpn}まんようがな,m ã̠ ɰ̃ j o̞ː ɡ a̠ n a̠,0
{jpn}まんりょう,m ã̠ n ɾʲ o̞ː,0
{jpn}まんをじする,m ã̠ ɰ̃ o̞ d͡ʑ i s ɨᵝ ɾ ɯ̟ᵝ,0
{jpn}みあい,mʲ i a̠ i,0
{jpn}みあきる,mʲ i a̠ kʲ i ɾ ɯ̟ᵝ,0
{jpn}みうら,mʲ i ɯ̟ᵝ ɾ a̠,0
{jpn}みえけん,mʲ i e̞ k ẽ̞ ɴ,0
{jpn}みえみえ,mʲ i e̞ mʲ i e̞,0
{jpn}みえる,mʲ i e̞ ɾ ɯ̟ᵝ,0
{jpn}みおさめ,mʲ i o̞ s a̠ m e̞,0
{jpn}みおぼえる,mʲ i o̞ b o̞ e̞ ɾ ɯ̟ᵝ,0
{jpn}みかくにん,mʲ i k a̠ k ɯ̟ᵝ ɲ̟ ĩ ɴ,0
{jpn}みかける,mʲ i k a̠ k e̞ ɾ ɯ̟ᵝ,0
{jpn}みかず,s ã̠ ɰ̃ i t͡ɕ i,0
{jpn}みかた,mʲ i k a̠ t a̠,0
{jpn}みかづき,mʲ i k a̠ z ɨᵝ kʲ i,0
{jpn}みかん,mʲ i k ã̠ ɴ,0
{jpn}みがく,mʲ i ɡ a̠ k ɯ̟ᵝ,0
{jpn}みがわり,mʲ i ɡ a̠ ɰᵝ a̠ ɾʲ i,0
{jpn}みき,mʲ i kʲ i,0
{jpn}みぎ,mʲ i ɡʲ i,0
{jpn}みぎがわ,mʲ i ɡʲ i ɡ a̠ ɰᵝ a̠,0
{jpn}みくだりはん,mʲ i k ɯ̟ᵝ d a̠ ɾʲ i h ã̠ ɴ,0
{jpn}みくらべる,mʲ i k ɯ̟ᵝ ɾ a̠ b e̞ ɾ ɯ̟ᵝ,0
{jpn}みけ,mʲ i k e̞,0
{jpn}みけねこ,mʲ i k e̞ n e̞ k o̞,0
{jpn}みこむ,mʲ i k o̞ m ɯ̟ᵝ,0
{jpn}みごと,mʲ i ɡ o̞ t o̞,0
{jpn}みごろし,mʲ i ɡ o̞ ɾ o̞ ɕ i,0
{jpn}みさこ,mʲ i s a̠ k o̞,0
{jpn}みして,mʲ i ɕ i t e̞,0
{jpn}みしょうぶん,mʲ i ɕ o̞ː b ɯ̟̃ᵝ ɴ,0
{jpn}みしよう,mʲ i ɕ i j o̞ː,0
{jpn}みしんじゃ,mʲ i ɕ ĩ ɲ̟ d͡ʑ a̠,0
{jpn}みじめ,mʲ i ʑ i m e̞,0
{jpn}みじゅく,mʲ i ʑ ɨᵝ k ɯ̟ᵝ,0
{jpn}みじゅくもの,mʲ i ʑ ɨᵝ k ɯ̟ᵝ m o̞ n o̞,0
{jpn}みじんぎり,mʲ i ʑ ĩ ŋʲ ɡʲ i ɾʲ i,0
{jpn}みじんこ,mʲ i ʑ ĩ ŋ k o̞,0
{jpn}みすぼらしい,mʲ i s ɨᵝ b o̞ ɾ a̠ ɕ i i,0
{jpn}みずいらず,mʲ i z ɨᵝ i ɾ a̠ z ɨᵝ,0
{jpn}みずうち,mʲ i z ɨᵝ ɯ̟ᵝ t͡ɕ i,0
{jpn}みずから,mʲ i z ɨᵝ k a̠ ɾ a̠,0
{jpn}みずがめざ,mʲ i z ɨᵝ ɡ a̠ m e̞ z a̠,0
{jpn}みずぎ,mʲ i z ɨᵝ ɡʲ i,0
{jpn}みずこ,mʲ i z ɨᵝ k o̞,0
{jpn}みずでっぽう,mʲ i z ɨᵝ d e̞ p̚ p o̞ː,0
{jpn}みずのあわ,mʲ i z ɨᵝ n o̞ a̠ ɰᵝ a̠,0
{jpn}みせ,mʲ i s e̞,0
{jpn}みせかける,mʲ i s e̞ k a̠ k e̞ ɾ ɯ̟ᵝ,0
{jpn}みせる,mʲ i s e̞ ɾ ɯ̟ᵝ,0
{jpn}みそ,mʲ i s o̞,0
{jpn}みそち,mʲ i s o̞ t͡ɕ i,0
{jpn}みたい,mʲ i t a̠ i,0
{jpn}みたす,mʲ i t a̠ s ɨᵝ,0
{jpn}みだしご,mʲ i d a̠ ɕ i ɡ o̞,0
{jpn}みだれば,mʲ i d a̠ ɾ e̞ b a̠,0
{jpn}みち,mʲ i t͡ɕ i,0
{jpn}みちお,mʲ i t͡ɕ i o̞,0
{jpn}みちすじ,mʲ i t͡ɕ i s ɨᵝ ʑ i,0
{jpn}みちたか,mʲ i t͡ɕ i t a̠ k a̠,0
{jpn}みちづれ,mʲ i t͡ɕ i z ɨᵝ ɾ e̞,0
{jpn}みちひさ,mʲ i t͡ɕ i ç i s a̠,0
{jpn}みちゆき,mʲ i t͡ɕ i j ɯ̟ᵝ kʲ i,0
{jpn}みちる,mʲ i t͡ɕ i ɾ ɯ̟ᵝ,0
{jpn}みっかん,mʲ i k̚ k ã̠ ɴ,0
{jpn}みっせつ,mʲ i sː e̞ t͡s ɨᵝ,0
{jpn}みっともない,mʲ i t̚ t o̞ m o̞ n a̠ i,0
{jpn}みつお,mʲ i t͡s ɨᵝ o̞,0
{jpn}みつかる,mʲ i t͡s ɨ̥ᵝ k a̠ ɾ ɯ̟ᵝ,0
{jpn}みつぐ,mʲ i t͡s ɨᵝ ɡ ɯ̟ᵝ,0
{jpn}みつげつ,mʲ i t͡s ɨᵝ ɡ e̞ t͡s ɨᵝ,0
{jpn}みつばち,mʲ i t͡s ɨᵝ b a̠ t͡ɕ i,0
{jpn}みつめる,mʲ i t͡s ɨᵝ m e̞ ɾ ɯ̟ᵝ,0
{jpn}みつもる,mʲ i t͡s ɨᵝ m o̞ ɾ ɯ̟ᵝ,0
{jpn}みてい,mʲ i t e̞ː,0
{jpn}みと,mʲ i t o̞,0
{jpn}みとおす,mʲ i t o̞ː s ɨᵝ,0
{jpn}みとどける,mʲ i t o̞ d o̞ k e̞ ɾ ɯ̟ᵝ,0
{jpn}みとる,mʲ i t o̞ ɾ ɯ̟ᵝ,0
{jpn}みどり,mʲ i d o̞ ɾʲ i,0
{jpn}みな,mʲ i n a̠,0
{jpn}みなおす,mʲ i n a̠ o̞ s ɨᵝ,0
{jpn}みなぎる,mʲ i n a̠ ɡʲ i ɾ ɯ̟ᵝ,0
{jpn}みなごろし,mʲ i n a̠ ɡ o̞ ɾ o̞ ɕ i,0
{jpn}みなさま,mʲ i n a̠ s a̠ m a̠,0
{jpn}みなさん,mʲ i n a̠ s ã̠ ɴ,0
{jpn}みなす,mʲ i n a̠ s ɨᵝ,0
{jpn}みなみ,mʲ i n a̠ mʲ i,0
{jpn}みなみかいきせん,mʲ i n a̠ mʲ i k a̠ i kʲ i̥ s ẽ̞ ɴ,0
{jpn}みなれる,mʲ i n a̠ ɾ e̞ ɾ ɯ̟ᵝ,0
{jpn}みにくい,mʲ i ɲ̟ i k ɯ̟ᵝ i,0
{jpn}みの,mʲ i n o̞,0
{jpn}みのり,mʲ i n o̞ ɾʲ i,0
{jpn}みはる,mʲ i h a̠ ɾ ɯ̟ᵝ,0
{jpn}みぶん,mʲ i b ɯ̟̃ᵝ ɴ,0
{jpn}みぶんしょうめいしょ,mʲ i b ɯ̟̃ᵝ ɰ̃ ɕ o̞ː m e̞ː ɕ o̞,0
{jpn}みまいきん,mʲ i m a̠ i kʲ ĩ ɴ,0
{jpn}みみ,mʲ i mʲ i,0
{jpn}みみあて,mʲ i mʲ i a̠ t e̞,0
{jpn}みみかざり,mʲ i mʲ i k a̠ z a̠ ɾʲ i,0
{jpn}みみず,mʲ i mʲ i z ɨᵝ,0
{jpn}みみずく,mʲ i mʲ i z ɨᵝ k ɯ̟ᵝ,0
{jpn}みみなり,mʲ i mʲ i n a̠ ɾʲ i,0
{jpn}みみにのこる,mʲ i mʲ i ɲ̟ i n o̞ k o̞ ɾ ɯ̟ᵝ,0
{jpn}みゃく,mʲ a̠ k ɯ̟ᵝ,0
{jpn}みゃくせき,mʲ a̠ k ɯ̟ᵝ s e̞ kʲ i,0
{jpn}みゃくはく,mʲ a̠ k ɯ̟ᵝ h a̠ k ɯ̟ᵝ,0
{jpn}みゃくらく,mʲ a̠ k ɯ̟ᵝ ɾ a̠ k ɯ̟ᵝ,0
{jpn}みや,mʲ i j a̠,0
{jpn}みやげ,mʲ i j a̠ ɡ e̞,0
{jpn}みやこ,mʲ i j a̠ k o̞,0
{jpn}みやこじま,mʲ i j a̠ k o̞ ʑ i m a̠,0
{jpn}みやこのじょう,mʲ i j a̠ k o̞ n o̞ ʑ o̞ː,0
{jpn}みやつこぎ,mʲ i j a̠ t͡s ɨᵝ k o̞ ɡʲ i,0
{jpn}みやの,mʲ i j a̠ n o̞,0
{jpn}みやびやか,mʲ i j a̠ bʲ i j a̠ k a̠,0
{jpn}みやぶ,mʲ i j a̠ b ɯ̟ᵝ,0
{jpn}みゅ,mʲ ɨᵝ,0
{jpn}みょ,mʲ o̞,0
{jpn}みょうが,mʲ o̞ː ɡ a̠,0
{jpn}みょうせき,mʲ o̞ː s e̞ kʲ i,0
{jpn}みよし,mʲ i j o̞ ɕ i,0
{jpn}みらいじせい,mʲ i ɾ a̠ i d͡ʑ i s e̞ː,0
{jpn}みる,mʲ i ɾ ɯ̟ᵝ,0
{jpn}みれんがましい,mʲ i ɾ ẽ̞ ŋ ɡ a̠ m a̠ ɕ iː,0
{jpn}みろ,mʲ i ɾ o̞,0
{jpn}みろく,mʲ i ɾ o̞ k ɯ̟ᵝ,0
{jpn}みわたす,mʲ i ɰᵝ a̠ t a̠ s ɨᵝ,0
{jpn}みをうる,mʲ i o̞ ɯ̟ᵝ ɾ ɯ̟ᵝ,0
{jpn}みんかんほうそう,mʲ ĩ ŋ k ã̠ ɰ̃ h o̞ː s o̞ː,0
{jpn}みんこく,mʲ ĩ ŋ k o̞ k ɯ̟ᵝ,0
{jpn}みんせい,mʲ ĩ ɰ̃ s e̞ː,0
{jpn}みんぞく,mʲ ĩ n d͡z o̞ k ɯ̟ᵝ,0
{jpn}みんちょうたい,mʲ ĩ ɲ̟ t͡ɕ o̞ː t a̠ i,0
{jpn}みんぺい,mʲ ĩ m p e̞ː,0
{jpn}むいしき,m ɯ̟ᵝ i ɕ i̥ kʲ i,0
{jpn}むいしきてき,m ɯ̟ᵝ i ɕ i kʲ i t e̞ kʲ i,0
{jpn}むかい,m ɯ̟ᵝ k a̠ i,0
{jpn}むかう,m ɯ̟ᵝ k a̠ ɯ̟ᵝ,0
{jpn}むかえ,m ɯ̟ᵝ k a̠ e̞,0
{jpn}むかえうつ,m ɯ̟ᵝ k a̠ e̞ ɯ̟ᵝ t͡s ɨᵝ,0
{jpn}むかえる,m ɯ̟ᵝ k a̠ e̞ ɾ ɯ̟ᵝ,0
{jpn}むかし,m ɯ̟ᵝ k a̠ ɕ i,0
{jpn}むかつく,m ɯ̟ᵝ k a̠ t͡s ɨ̥ᵝ k ɯ̟ᵝ,0
{jpn}むかで,m ɯ̟ᵝ k a̠ d e̞,0
{jpn}むかんどう,m ɯ̟ᵝ k ã̠ n d o̞ː,0
{jpn}むき,m ɯ̟ᵝ kʲ i,0
{jpn}むきかごうぶつ,m ɯ̟̊ᵝ kʲ i k a̠ ɡ o̞ː b ɯ̟ᵝ t͡s ɨᵝ,0
{jpn}むきだし,m ɯ̟ᵝ kʲ i d a̠ ɕ i,0
{jpn}むきちょうえき,m ɯ̟ᵝ kʲ i t͡ɕ o̞ː e̞ kʲ i,0
{jpn}むきゅう,m ɯ̟ᵝ kʲ ɨᵝː,0
{jpn}むぎ,m ɯ̟ᵝ ɡʲ i,0
{jpn}むく,m ɯ̟ᵝ k ɯ̟ᵝ,0
{jpn}むけ,m ɯ̟ᵝ k e̞,0
{jpn}むける,m ɯ̟ᵝ k e̞ ɾ ɯ̟ᵝ,0
{jpn}むげんだい,m ɯ̟ᵝ ɡ ẽ̞ n d a̠ i,0
{jpn}むげんれんさこう,m ɯ̟ᵝ ɡ ẽ̞ n ɾ ẽ̞ ɰ̃ s a̠ k o̞ː,0
{jpn}むこう,m ɯ̟ᵝ k o̞ː,0
{jpn}むこうがわ,m ɯ̟ᵝ k o̞ː ɡ a̠ ɰᵝ a̠,0
{jpn}むこくせき,m ɯ̟ᵝ k o̞ k ɯ̟ᵝ s e̞ kʲ i,0
{jpn}むごん,m ɯ̟ᵝ ɡ õ̞ ɴ,0
{jpn}むさいしょく,m ɯ̟ᵝ s a̠ i ɕ o̞ k ɯ̟ᵝ,0
{jpn}むさぼる,m ɯ̟ᵝ s a̠ b o̞ ɾ ɯ̟ᵝ,0
{jpn}むし,m ɯ̟ᵝ ɕ i,0
{jpn}むしけら,m ɯ̟ᵝ ɕ i k e̞ ɾ a̠,0
{jpn}むしのいき,m ɯ̟ᵝ ɕ i n o̞ i kʲ i,0
{jpn}むしのいどころがわるい,m ɯ̟ᵝ ɕ i n o̞ i d o̞ k o̞ ɾ o̞ ɡ a̠ ɰᵝ a̠ ɾ ɯ̟ᵝ i,0
{jpn}むしょく,m ɯ̟ᵝ ɕ o̞ k ɯ̟ᵝ,0
{jpn}むしる,m ɯ̟ᵝ ɕ i ɾ ɯ̟ᵝ,0
{jpn}むしろ,m ɯ̟ᵝ ɕ i ɾ o̞,0
{jpn}むじゅうりょう,m ɯ̟ᵝ ʑ ɨᵝː ɾʲ o̞ː,0
{jpn}むじゅうりょく,m ɯ̟ᵝ ʑ ɨᵝː ɾʲ o̞ k ɯ̟ᵝ,0
{jpn}むじるし,m ɯ̟ᵝ ʑ i ɾ ɯ̟ᵝ ɕ i,0
{jpn}むす,m ɯ̟ᵝ s ɨᵝ,0
{jpn}むすいぶつ,m ɯ̟ᵝ s ɨᵝ i b ɯ̟ᵝ t͡s ɨᵝ,0
{jpn}むすこ,m ɯ̟ᵝ s ɨ̥ᵝ k o̞,0
{jpn}むすび,m ɯ̟ᵝ s ɨᵝ bʲ i,0
{jpn}むすびつき,m ɯ̟ᵝ s ɨᵝ bʲ i t͡s ɨᵝ kʲ i,0
{jpn}むすびつく,m ɯ̟ᵝ s ɨᵝ bʲ i t͡s ɨᵝ k ɯ̟ᵝ,0
{jpn}むすびのかみ,m ɯ̟ᵝ s ɨᵝ bʲ i n o̞ k a̠ mʲ i,0
{jpn}むすめむこ,m ɯ̟ᵝ s ɨᵝ m e̞ m ɯ̟ᵝ k o̞,0
{jpn}むずい,m ɯ̟ᵝ z ɨᵝ i,0
{jpn}むずかしい,m ɯ̟ᵝ z ɨᵝ k a̠ ɕ i i,0
{jpn}むずむず,m ɯ̟ᵝ z ɨᵝ m ɯ̟ᵝ z ɨᵝ,0
{jpn}むせいせいしょく,m ɯ̟ᵝ s e̞ː s e̞ː ɕ o̞ k ɯ̟ᵝ,0
{jpn}むせぶ,m ɯ̟ᵝ s e̞ b ɯ̟ᵝ,0
{jpn}むせんでんわ,m ɯ̟ᵝ s ẽ̞ n d ẽ̞ ɰ̃ ɰᵝ a̠,0
{jpn}むそう,m ɯ̟ᵝ s o̞ː,0
{jpn}むぞうさ,m ɯ̟ᵝ z o̞ː s a̠,0
{jpn}むだ,m ɯ̟ᵝ d a̠,0
{jpn}むだげ,m ɯ̟ᵝ d a̠ ɡ e̞,0
{jpn}むちうつ,m ɯ̟ᵝ t͡ɕ i ɯ̟ᵝ t͡s ɨᵝ,0
{jpn}むっくり,m ɯ̟ᵝ k̚ k ɯ̟ᵝ ɾʲ i,0
{jpn}むっと,m ɯ̟ᵝ t̚ t o̞,0
{jpn}むつう,m ɯ̟ᵝ t͡s ɨᵝː,0
{jpn}むつき,m ɯ̟ᵝ t͡s ɨ̥ᵝ kʲ i,0
{jpn}むてき,m ɯ̟ᵝ t e̞ kʲ i,0
{jpn}むな,m ɯ̟ᵝ n a̠,0
{jpn}むなくそがわるい,m ɯ̟ᵝ n a̠ k ɯ̟ᵝ s o̞ ɡ a̠ ɰᵝ a̠ ɾ ɯ̟ᵝ i,0
{jpn}むなくそわるい,m ɯ̟ᵝ n a̠ k ɯ̟ᵝ s o̞ ɰᵝ a̠ ɾ ɯ̟ᵝ i,0
{jpn}むなぐら,m ɯ̟ᵝ n a̠ ɡ ɯ̟ᵝ ɾ a̠,0
{jpn}むなぐるしい,m ɯ̟ᵝ n a̠ ɡ ɯ̟ᵝ ɾ ɯ̟ᵝ ɕ iː,0
{jpn}むなしい,m ɯ̟ᵝ n a̠ ɕ i i,0
{jpn}むね,m ɯ̟ᵝ n e̞,0
{jpn}むねさんずん,m ɯ̟ᵝ n e̞ s ã̠ n d͡z ɨ̃ᵝ ɴ,0
{jpn}むねつぶし,m ɯ̟ᵝ n e̞ t͡s ɨᵝ b ɯ̟ᵝ ɕ i,0
{jpn}むねぽち,m ɯ̟ᵝ n e̞ p o̞ t͡ɕ i,0
{jpn}むねやけ,m ɯ̟ᵝ n e̞ j a̠ k e̞,0
{jpn}むのう,m ɯ̟ᵝ n o̞ː,0
{jpn}むはい,m ɯ̟ᵝ h a̠ i,0
{jpn}むやみ,m ɯ̟ᵝ j a̠ mʲ i,0
{jpn}むやみやたら,m ɯ̟ᵝ j a̠ mʲ i j a̠ t a̠ ɾ a̠,0
{jpn}むら,m ɯ̟ᵝ ɾ a̠,0
{jpn}むらがる,m ɯ̟ᵝ ɾ a̠ ɡ a̠ ɾ ɯ̟ᵝ,0
{jpn}むらまつ,m ɯ̟ᵝ ɾ a̠ m a̠ t͡s ɨᵝ,0
{jpn}むらむら,m ɯ̟ᵝ ɾ a̠ m ɯ̟ᵝ ɾ a̠,0
{jpn}むろん,m ɯ̟ᵝ ɾ õ̞ ɴ,0
{jpn}むゎ,m ɰᵝ a̠,0
{jpn}めあて,m e̞ a̠ t e̞,0
{jpn}めいかい,m e̞ː k a̠ i,0
{jpn}めいかく,m e̞ː k a̠ k ɯ̟ᵝ,0
{jpn}めいが,m e̞ː ɡ a̠,0
{jpn}めいし,m e̞ː ɕ i,0
{jpn}めいしょう,m e̞ː ɕ o̞ː,0
